날짜,발전기명,설비용량(MW),일발전량(Wh)
2021-03-23,창신인터내셔날 태양광,0.326,1777180
2021-03-24,창신인터내셔날 태양광,0.326,1373460
2021-03-25,창신인터내셔날 태양광,0.326,1798220
2021-03-26,창신인터내셔날 태양광,0.326,1565380
2021-03-27,창신인터내셔날 태양광,0.326,616380
2021-03-28,창신인터내셔날 태양광,0.326,1798060
2021-03-29,창신인터내셔날 태양광,0.326,1446660
2021-03-30,창신인터내셔날 태양광,0.326,1535560
2021-03-31,창신인터내셔날 태양광,0.326,1795940
2021-03-01,테라테크 태양광,0.605,674563
2021-03-02,테라테크 태양광,0.605,1304095
2021-03-03,테라테크 태양광,0.605,2420071
2021-03-04,테라테크 태양광,0.605,1193595
2021-03-05,테라테크 태양광,0.605,1631782
2021-03-06,테라테크 태양광,0.605,294229
2021-03-07,테라테크 태양광,0.605,1198032
2021-03-08,테라테크 태양광,0.605,1378726
2021-03-09,테라테크 태양광,0.605,2415009
2021-03-10,테라테크 태양광,0.605,2155011
2021-03-11,테라테크 태양광,0.605,2012260
2021-03-12,테라테크 태양광,0.605,299532
2021-03-13,테라테크 태양광,0.605,2451359
2021-03-14,테라테크 태양광,0.605,2479514
2021-03-15,테라테크 태양광,0.605,2615034
2021-03-16,테라테크 태양광,0.605,2718545
2021-03-17,테라테크 태양광,0.605,2072135
2021-03-18,테라테크 태양광,0.605,2591459
2021-03-19,테라테크 태양광,0.605,1865553
2021-03-20,테라테크 태양광,0.605,379321
2021-03-21,테라테크 태양광,0.605,2636490
2021-03-22,테라테크 태양광,0.605,3474678
2021-03-23,테라테크 태양광,0.605,3242255
2021-03-24,테라테크 태양광,0.605,2536210
2021-03-25,테라테크 태양광,0.605,3243700
2021-03-26,테라테크 태양광,0.605,2864960
2021-03-27,테라테크 태양광,0.605,1096016
2021-03-28,테라테크 태양광,0.605,3238978
2021-03-29,테라테크 태양광,0.605,2647479
2021-03-30,테라테크 태양광,0.605,2682579
2021-03-31,테라테크 태양광,0.605,3203589
2021-03-01,티에스엠텍 태양광,2.244,2595233
2021-03-02,티에스엠텍 태양광,2.244,5171122
2021-03-03,티에스엠텍 태양광,2.244,9691221
2021-03-04,티에스엠텍 태양광,2.244,4681362
2021-03-05,티에스엠텍 태양광,2.244,6101463
2021-03-06,티에스엠텍 태양광,2.244,1082748
2021-03-07,티에스엠텍 태양광,2.244,4120373
2021-03-08,티에스엠텍 태양광,2.244,5268748
2021-03-09,티에스엠텍 태양광,2.244,8992470
2021-03-10,티에스엠텍 태양광,2.244,4438925
2021-03-11,티에스엠텍 태양광,2.244,7531328
2021-03-12,티에스엠텍 태양광,2.244,1047855
2021-03-13,티에스엠텍 태양광,2.244,8599432
2021-03-14,티에스엠텍 태양광,2.244,8866639
2021-03-15,티에스엠텍 태양광,2.244,9823376
2021-03-16,티에스엠텍 태양광,2.244,8338011
2021-03-17,티에스엠텍 태양광,2.244,7857654
2021-03-18,티에스엠텍 태양광,2.244,9988256
2021-03-19,티에스엠텍 태양광,2.244,6850115
2021-03-20,티에스엠텍 태양광,2.244,1274928
2021-03-21,티에스엠텍 태양광,2.244,9606431
2021-03-22,티에스엠텍 태양광,2.244,12898063
2021-03-23,티에스엠텍 태양광,2.244,11993393
2021-03-24,티에스엠텍 태양광,2.244,9197665
2021-03-25,티에스엠텍 태양광,2.244,12044195
2021-03-26,티에스엠텍 태양광,2.244,10474761
2021-03-27,티에스엠텍 태양광,2.244,4149479
2021-03-28,티에스엠텍 태양광,2.244,11743722
2021-03-29,티에스엠텍 태양광,2.244,9720327
2021-03-30,티에스엠텍 태양광,2.244,10111194
2021-03-31,티에스엠텍 태양광,2.244,11793801
2021-03-01,한공건설 태양광,0.34,437340
2021-03-02,한공건설 태양광,0.34,854060
2021-03-03,한공건설 태양광,0.34,1469440
2021-03-04,한공건설 태양광,0.34,782880
2021-03-05,한공건설 태양광,0.34,929540
2021-03-06,한공건설 태양광,0.34,177460
2021-03-07,한공건설 태양광,0.34,633040
2021-03-08,한공건설 태양광,0.34,814460
2021-03-09,한공건설 태양광,0.34,1394000
2021-03-10,한공건설 태양광,0.34,1355360
2021-03-11,한공건설 태양광,0.34,1169280
2021-03-12,한공건설 태양광,0.34,176400
2021-03-13,한공건설 태양광,0.34,1351820
2021-03-14,한공건설 태양광,0.34,1403200
2021-03-15,한공건설 태양광,0.34,1554460
2021-03-16,한공건설 태양광,0.34,1628180
2021-03-17,한공건설 태양광,0.34,1200520
2021-03-18,한공건설 태양광,0.34,1639680
2021-03-19,한공건설 태양광,0.34,985240
2021-03-20,한공건설 태양광,0.34,217980
2021-03-21,한공건설 태양광,0.34,1509340
2021-03-22,한공건설 태양광,0.34,1945660
2021-03-23,한공건설 태양광,0.34,1820840
2021-03-24,한공건설 태양광,0.34,1409060
2021-03-25,한공건설 태양광,0.34,1838180
2021-03-26,한공건설 태양광,0.34,1611880
2021-03-27,한공건설 태양광,0.34,710700
2021-03-28,한공건설 태양광,0.34,1770380
2021-03-29,한공건설 태양광,0.34,1524680
2021-03-30,한공건설 태양광,0.34,1552780
2021-03-31,한공건설 태양광,0.34,1820900
2021-03-01,한국몰드(1) 태양광,0.374,276000
2021-03-02,한국몰드(1) 태양광,0.374,781000
2021-03-03,한국몰드(1) 태양광,0.374,1387020
2021-03-04,한국몰드(1) 태양광,0.374,835760
2021-03-05,한국몰드(1) 태양광,0.374,1040820
2021-03-06,한국몰드(1) 태양광,0.374,231180
2021-03-07,한국몰드(1) 태양광,0.374,1008660
2021-03-08,한국몰드(1) 태양광,0.374,1205740
2021-03-09,한국몰드(1) 태양광,0.374,1446640
2021-03-10,한국몰드(1) 태양광,0.374,1544800
2021-03-11,한국몰드(1) 태양광,0.374,1427500
2021-03-12,한국몰드(1) 태양광,0.374,325080
2021-03-13,한국몰드(1) 태양광,0.374,1612320
2021-03-14,한국몰드(1) 태양광,0.374,1554340
2021-03-15,한국몰드(1) 태양광,0.374,1616560
2021-03-16,한국몰드(1) 태양광,0.374,1852460
2021-03-17,한국몰드(1) 태양광,0.374,1762360
2021-03-18,한국몰드(1) 태양광,0.374,1715960
2021-03-19,한국몰드(1) 태양광,0.374,1385820
2021-03-20,한국몰드(1) 태양광,0.374,353780
2021-03-21,한국몰드(1) 태양광,0.374,1686300
2021-03-22,한국몰드(1) 태양광,0.374,2130240
2021-03-23,한국몰드(1) 태양광,0.374,1954900
2021-03-24,한국몰드(1) 태양광,0.374,1517040
2021-03-25,한국몰드(1) 태양광,0.374,1991720
2021-03-26,한국몰드(1) 태양광,0.374,1682380
2021-03-27,한국몰드(1) 태양광,0.374,706720
2021-03-28,한국몰드(1) 태양광,0.374,1965560
2021-03-29,한국몰드(1) 태양광,0.374,1685080
2021-03-30,한국몰드(1) 태양광,0.374,1669700
2021-03-31,한국몰드(1) 태양광,0.374,2007600
2021-04-01,광양항광양냉장태양광,0.693,170880
2021-04-02,광양항광양냉장태양광,0.693,2669760
2021-04-03,광양항광양냉장태양광,0.693,453120
2021-04-04,광양항광양냉장태양광,0.693,637440
2021-04-05,광양항광양냉장태양광,0.693,4461120
2021-04-06,광양항광양냉장태양광,0.693,3576480
2021-04-07,광양항광양냉장태양광,0.693,4190880
2021-04-08,광양항광양냉장태양광,0.693,4266240
2021-04-09,광양항광양냉장태양광,0.693,3676800
2021-04-10,광양항광양냉장태양광,0.693,3981120
2021-04-11,광양항광양냉장태양광,0.693,4276800
2021-04-12,광양항광양냉장태양광,0.693,647520
2021-04-13,광양항광양냉장태양광,0.693,3522720
2021-04-14,광양항광양냉장태양광,0.693,4374240
2021-04-15,광양항광양냉장태양광,0.693,3565920
2021-04-16,광양항광양냉장태양광,0.693,3552480
2021-04-17,광양항광양냉장태양광,0.693,4320960
2021-04-18,광양항광양냉장태양광,0.693,4675200
2021-04-19,광양항광양냉장태양광,0.693,4613760
2021-04-20,광양항광양냉장태양광,0.693,4225920
2021-04-21,광양항광양냉장태양광,0.693,3462240
2021-04-22,광양항광양냉장태양광,0.693,1481280
2021-04-23,광양항광양냉장태양광,0.693,3403200
2021-04-24,광양항광양냉장태양광,0.693,4285440
2021-04-25,광양항광양냉장태양광,0.693,4037280
2021-04-26,광양항광양냉장태양광,0.693,4322400
2021-04-27,광양항광양냉장태양광,0.693,2063520
2021-04-28,광양항광양냉장태양광,0.693,3833280
2021-04-29,광양항광양냉장태양광,0.693,3658560
2021-04-30,광양항광양냉장태양광,0.693,4623840
2021-04-01,광양항어울림태양광,0.656,2108160
2021-04-02,광양항어울림태양광,0.656,2511840
2021-04-03,광양항어울림태양광,0.656,377280
2021-04-04,광양항어울림태양광,0.656,576960
2021-04-05,광양항어울림태양광,0.656,4221120
2021-04-06,광양항어울림태양광,0.656,3264000
2021-04-07,광양항어울림태양광,0.656,3947040
2021-04-08,광양항어울림태양광,0.656,3896640
2021-04-09,광양항어울림태양광,0.656,3560160
2021-04-10,광양항어울림태양광,0.656,3756960
2021-04-11,광양항어울림태양광,0.656,4013280
2021-04-12,광양항어울림태양광,0.656,598080
2021-04-13,광양항어울림태양광,0.656,3228960
2021-04-14,광양항어울림태양광,0.656,3983520
2021-04-15,광양항어울림태양광,0.656,3361440
2021-04-16,광양항어울림태양광,0.656,3262560
2021-04-17,광양항어울림태양광,0.656,4029120
2021-04-18,광양항어울림태양광,0.656,4393440
2021-04-19,광양항어울림태양광,0.656,4353120
2021-04-20,광양항어울림태양광,0.656,3951360
2021-04-21,광양항어울림태양광,0.656,3324960
2021-04-22,광양항어울림태양광,0.656,1414560
2021-04-23,광양항어울림태양광,0.656,3125280
2021-04-24,광양항어울림태양광,0.656,4026720
2021-04-25,광양항어울림태양광,0.656,3696480
2021-04-26,광양항어울림태양광,0.656,4080480
2021-04-27,광양항어울림태양광,0.656,1943520
2021-04-28,광양항어울림태양광,0.656,3625920
2021-04-29,광양항어울림태양광,0.656,3504960
2021-04-30,광양항어울림태양광,0.656,4319040
2021-04-01,광양항태양광,2.3,3294000
2021-04-02,광양항태양광,2.3,4779000
2021-04-03,광양항태양광,2.3,496800
2021-04-04,광양항태양광,2.3,964800
2021-04-05,광양항태양광,2.3,7675200
2021-04-06,광양항태양광,2.3,9099000
2021-04-07,광양항태양광,2.3,10749600
2021-04-08,광양항태양광,2.3,10612800
2021-04-09,광양항태양광,2.3,9714600
2021-04-10,광양항태양광,2.3,10161000
2021-04-11,광양항태양광,2.3,10762200
2021-04-12,광양항태양광,2.3,1443600
2021-04-13,광양항태양광,2.3,8713800
2021-04-14,광양항태양광,2.3,10935000
2021-04-15,광양항태양광,2.3,9183600
2021-04-16,광양항태양광,2.3,9313200
2021-04-17,광양항태양광,2.3,11133000
2021-04-18,광양항태양광,2.3,11842200
2021-04-19,광양항태양광,2.3,11764800
2021-04-20,광양항태양광,2.3,10850400
2021-04-21,광양항태양광,2.3,9093600
2021-04-22,광양항태양광,2.3,3992400
2021-04-23,광양항태양광,2.3,8613000
2021-04-24,광양항태양광,2.3,11343600
2021-04-25,광양항태양광,2.3,9964800
2021-04-26,광양항태양광,2.3,11269800
2021-04-27,광양항태양광,2.3,5572800
2021-04-28,광양항태양광,2.3,10117800
2021-04-29,광양항태양광,2.3,10306800
2021-04-30,광양항태양광,2.3,12159000
2021-04-01,광양항황금물류센터태양광,1.1,3648384
2021-04-02,광양항황금물류센터태양광,1.1,4413504
2021-04-03,광양항황금물류센터태양광,1.1,484800
2021-04-04,광양항황금물류센터태양광,1.1,800640
2021-04-05,광양항황금물류센터태양광,1.1,7048224
2021-04-06,광양항황금물류센터태양광,1.1,4977408
2021-04-07,광양항황금물류센터태양광,1.1,6517344
2021-04-08,광양항황금물류센터태양광,1.1,6235968
2021-04-09,광양항황금물류센터태양광,1.1,6263232
2021-04-10,광양항황금물류센터태양광,1.1,6163488
2021-04-11,광양항황금물류센터태양광,1.1,6510048
2021-04-12,광양항황금물류센터태양광,1.1,765504
2021-04-13,광양항황금물류센터태양광,1.1,4764384
2021-04-14,광양항황금물류센터태양광,1.1,6189312
2021-04-15,광양항황금물류센터태양광,1.1,5638560
2021-04-16,광양항황금물류센터태양광,1.1,5113536
2021-04-17,광양항황금물류센터태양광,1.1,6561504
2021-04-18,광양항황금물류센터태양광,1.1,7141056
2021-04-19,광양항황금물류센터태양광,1.1,7072992
2021-04-20,광양항황금물류센터태양광,1.1,6363360
2021-04-21,광양항황금물류센터태양광,1.1,5474400
2021-04-22,광양항황금물류센터태양광,1.1,2292480
2021-04-23,광양항황금물류센터태양광,1.1,4585344
2021-04-24,광양항황금물류센터태양광,1.1,6488352
2021-04-25,광양항황금물류센터태양광,1.1,5874432
2021-04-26,광양항황금물류센터태양광,1.1,6634752
2021-04-27,광양항황금물류센터태양광,1.1,3100128
2021-04-28,광양항황금물류센터태양광,1.1,5999808
2021-04-29,광양항황금물류센터태양광,1.1,5997216
2021-04-30,광양항황금물류센터태양광,1.1,6959808
2021-04-01,당진매립장태양광,1.3,4507800
2021-04-02,당진매립장태양광,1.3,2869320
2021-04-03,당진매립장태양광,1.3,430320
2021-04-04,당진매립장태양광,1.3,4147320
2021-04-05,당진매립장태양광,1.3,5906640
2021-04-06,당진매립장태양광,1.3,5696280
2021-04-07,당진매립장태양광,1.3,5867760
2021-04-08,당진매립장태양광,1.3,6132120
2021-04-09,당진매립장태양광,1.3,5780400
2021-04-10,당진매립장태양광,1.3,5512800
2021-04-11,당진매립장태양광,1.3,5443800
2021-04-12,당진매립장태양광,1.3,1364040
2021-04-13,당진매립장태양광,1.3,6169080
2021-04-14,당진매립장태양광,1.3,6448200
2021-04-15,당진매립장태양광,1.3,6122520
2021-04-16,당진매립장태양광,1.3,2049000
2021-04-17,당진매립장태양광,1.3,4668960
2021-04-18,당진매립장태양광,1.3,6384840
2021-04-19,당진매립장태양광,1.3,6177720
2021-04-20,당진매립장태양광,1.3,5835480
2021-04-21,당진매립장태양광,1.3,5538000
2021-04-22,당진매립장태양광,1.3,3503280
2021-04-23,당진매립장태양광,1.3,2553000
2021-04-24,당진매립장태양광,1.3,3989280
2021-04-25,당진매립장태양광,1.3,6181920
2021-04-26,당진매립장태양광,1.3,4500240
2021-04-27,당진매립장태양광,1.3,3142680
2021-04-28,당진매립장태양광,1.3,4479840
2021-04-29,당진매립장태양광,1.3,4802280
2021-04-30,당진매립장태양광,1.3,1961760
2021-04-01,당진신행정동옥상태양광,1,3466095
2021-04-02,당진신행정동옥상태양광,1,2291687
2021-04-03,당진신행정동옥상태양광,1,248042
2021-04-04,당진신행정동옥상태양광,1,3471159
2021-04-05,당진신행정동옥상태양광,1,4529861
2021-04-06,당진신행정동옥상태양광,1,4257953
2021-04-07,당진신행정동옥상태양광,1,4436575
2021-04-08,당진신행정동옥상태양광,1,4581929
2021-04-09,당진신행정동옥상태양광,1,4377998
2021-04-10,당진신행정동옥상태양광,1,4241322
2021-04-11,당진신행정동옥상태양광,1,4104647
2021-04-12,당진신행정동옥상태양광,1,984217
2021-04-13,당진신행정동옥상태양광,1,4536369
2021-04-14,당진신행정동옥상태양광,1,4858174
2021-04-15,당진신행정동옥상태양광,1,4607961
2021-04-16,당진신행정동옥상태양광,1,1617702
2021-04-17,당진신행정동옥상태양광,1,3402456
2021-04-18,당진신행정동옥상태양광,1,4748255
2021-04-19,당진신행정동옥상태양광,1,4566018
2021-04-20,당진신행정동옥상태양광,1,4303514
2021-04-21,당진신행정동옥상태양광,1,4135738
2021-04-22,당진신행정동옥상태양광,1,2186106
2021-04-23,당진신행정동옥상태양광,1,1811510
2021-04-24,당진신행정동옥상태양광,1,2738600
2021-04-25,당진신행정동옥상태양광,1,4396798
2021-04-26,당진신행정동옥상태양광,1,3702569
2021-04-27,당진신행정동옥상태양광,1,2067509
2021-04-28,당진신행정동옥상태양광,1,3382933
2021-04-29,당진신행정동옥상태양광,1,3639654
2021-04-30,당진신행정동옥상태양광,1,568402
2021-04-01,당진옥내저탄장지붕태양광,3.4,15738480
2021-04-02,당진옥내저탄장지붕태양광,3.4,8544960
2021-04-03,당진옥내저탄장지붕태양광,3.4,1048320
2021-04-04,당진옥내저탄장지붕태양광,3.4,16776240
2021-04-05,당진옥내저탄장지붕태양광,3.4,21110640
2021-04-06,당진옥내저탄장지붕태양광,3.4,20778000
2021-04-07,당진옥내저탄장지붕태양광,3.4,20992800
2021-04-08,당진옥내저탄장지붕태양광,3.4,22279920
2021-04-09,당진옥내저탄장지붕태양광,3.4,21013920
2021-04-10,당진옥내저탄장지붕태양광,3.4,19874640
2021-04-11,당진옥내저탄장지붕태양광,3.4,19122480
2021-04-12,당진옥내저탄장지붕태양광,3.4,3825600
2021-04-13,당진옥내저탄장지붕태양광,3.4,22970640
2021-04-14,당진옥내저탄장지붕태양광,3.4,22852800
2021-04-15,당진옥내저탄장지붕태양광,3.4,21439200
2021-04-16,당진옥내저탄장지붕태양광,3.4,8334000
2021-04-17,당진옥내저탄장지붕태양광,3.4,9738480
2021-04-18,당진옥내저탄장지붕태양광,3.4,22239600
2021-04-19,당진옥내저탄장지붕태양광,3.4,21285600
2021-04-20,당진옥내저탄장지붕태양광,3.4,19203120
2021-04-21,당진옥내저탄장지붕태양광,3.4,18995520
2021-04-22,당진옥내저탄장지붕태양광,3.4,8862720
2021-04-23,당진옥내저탄장지붕태양광,3.4,7185120
2021-04-24,당진옥내저탄장지붕태양광,3.4,11946480
2021-04-25,당진옥내저탄장지붕태양광,3.4,20628480
2021-04-26,당진옥내저탄장지붕태양광,3.4,15728640
2021-04-27,당진옥내저탄장지붕태양광,3.4,8532000
2021-04-28,당진옥내저탄장지붕태양광,3.4,14520960
2021-04-29,당진옥내저탄장지붕태양광,3.4,16602720
2021-04-30,당진옥내저탄장지붕태양광,3.4,5480160
2021-04-01,당진자재창고태양광,0.7,2992320
2021-04-02,당진자재창고태양광,0.7,1748016
2021-04-03,당진자재창고태양광,0.7,154944
2021-04-04,당진자재창고태양광,0.7,3114288
2021-04-05,당진자재창고태양광,0.7,4058928
2021-04-06,당진자재창고태양광,0.7,3805968
2021-04-07,당진자재창고태양광,0.7,3970176
2021-04-08,당진자재창고태양광,0.7,4069632
2021-04-09,당진자재창고태양광,0.7,3867552
2021-04-10,당진자재창고태양광,0.7,3629424
2021-04-11,당진자재창고태양광,0.7,3523824
2021-04-12,당진자재창고태양광,0.7,697968
2021-04-13,당진자재창고태양광,0.7,3948864
2021-04-14,당진자재창고태양광,0.7,4196784
2021-04-15,당진자재창고태양광,0.7,4089024
2021-04-16,당진자재창고태양광,0.7,1406496
2021-04-17,당진자재창고태양광,0.7,3024192
2021-04-18,당진자재창고태양광,0.7,4134144
2021-04-19,당진자재창고태양광,0.7,3940896
2021-04-20,당진자재창고태양광,0.7,3628176
2021-04-21,당진자재창고태양광,0.7,3610272
2021-04-22,당진자재창고태양광,0.7,1672272
2021-04-23,당진자재창고태양광,0.7,1350240
2021-04-24,당진자재창고태양광,0.7,2214576
2021-04-25,당진자재창고태양광,0.7,3923232
2021-04-26,당진자재창고태양광,0.7,3121584
2021-04-27,당진자재창고태양광,0.7,1636512
2021-04-28,당진자재창고태양광,0.7,2691360
2021-04-29,당진자재창고태양광,0.7,3149664
2021-04-30,당진자재창고태양광,0.7,289104
2021-04-01,당진제1회처리장태양광,25,119501842
2021-04-02,당진제1회처리장태양광,25,70706763
2021-04-03,당진제1회처리장태양광,25,8497106
2021-04-04,당진제1회처리장태양광,25,120333473
2021-04-05,당진제1회처리장태양광,25,164753448
2021-04-06,당진제1회처리장태양광,25,152947897
2021-04-07,당진제1회처리장태양광,25,160396421
2021-04-08,당진제1회처리장태양광,25,165277738
2021-04-09,당진제1회처리장태양광,25,159492475
2021-04-10,당진제1회처리장태양광,25,147325343
2021-04-11,당진제1회처리장태양광,25,143167184
2021-04-12,당진제1회처리장태양광,25,28221238
2021-04-13,당진제1회처리장태양광,25,161173816
2021-04-14,당진제1회처리장태양광,25,169399734
2021-04-15,당진제1회처리장태양광,25,161987367
2021-04-16,당진제1회처리장태양광,25,58792738
2021-04-17,당진제1회처리장태양광,25,113734656
2021-04-18,당진제1회처리장태양광,25,164156842
2021-04-19,당진제1회처리장태양광,25,158932026
2021-04-20,당진제1회처리장태양광,25,147668844
2021-04-21,당진제1회처리장태양광,25,146077895
2021-04-22,당진제1회처리장태양광,25,67398315
2021-04-23,당진제1회처리장태양광,25,55484288
2021-04-24,당진제1회처리장태양광,25,90087395
2021-04-25,당진제1회처리장태양광,25,157883447
2021-04-26,당진제1회처리장태양광,25,120713130
2021-04-27,당진제1회처리장태양광,25,64505685
2021-04-28,당진제1회처리장태양광,25,110390054
2021-04-29,당진제1회처리장태양광,25,118851000
2021-04-30,당진제1회처리장태양광,25,35886711
2021-04-01,당진제2회처리장수상태양광,3.5,15055200
2021-04-02,당진제2회처리장수상태양광,3.5,9532800
2021-04-03,당진제2회처리장수상태양광,3.5,1272000
2021-04-04,당진제2회처리장수상태양광,3.5,15876000
2021-04-05,당진제2회처리장수상태양광,3.5,21307200
2021-04-06,당진제2회처리장수상태양광,3.5,19893600
2021-04-07,당진제2회처리장수상태양광,3.5,21429600
2021-04-08,당진제2회처리장수상태양광,3.5,22192800
2021-04-09,당진제2회처리장수상태양광,3.5,21271200
2021-04-10,당진제2회처리장수상태양광,3.5,19555200
2021-04-11,당진제2회처리장수상태양광,3.5,19080000
2021-04-12,당진제2회처리장수상태양광,3.5,4156800
2021-04-13,당진제2회처리장수상태양광,3.5,21811200
2021-04-14,당진제2회처리장수상태양광,3.5,23107200
2021-04-15,당진제2회처리장수상태양광,3.5,22077600
2021-04-16,당진제2회처리장수상태양광,3.5,8210400
2021-04-17,당진제2회처리장수상태양광,3.5,15643200
2021-04-18,당진제2회처리장수상태양광,3.5,22497600
2021-04-19,당진제2회처리장수상태양광,3.5,21304800
2021-04-20,당진제2회처리장수상태양광,3.5,19696800
2021-04-21,당진제2회처리장수상태양광,3.5,19420800
2021-04-22,당진제2회처리장수상태양광,3.5,9295200
2021-04-23,당진제2회처리장수상태양광,3.5,7711200
2021-04-24,당진제2회처리장수상태양광,3.5,12470400
2021-04-25,당진제2회처리장수상태양광,3.5,21168000
2021-04-26,당진제2회처리장수상태양광,3.5,16250400
2021-04-27,당진제2회처리장수상태양광,3.5,8796000
2021-04-28,당진제2회처리장수상태양광,3.5,15535200
2021-04-29,당진제2회처리장수상태양광,3.5,17200800
2021-04-30,당진제2회처리장수상태양광,3.5,2059200
2021-04-01,당진태양광,1,4390560
2021-04-02,당진태양광,1,2451456
2021-04-03,당진태양광,1,91680
2021-04-04,당진태양광,1,4421472
2021-04-05,당진태양광,1,5861184
2021-04-06,당진태양광,1,5606400
2021-04-07,당진태양광,1,5740608
2021-04-08,당진태양광,1,5908320
2021-04-09,당진태양광,1,5590848
2021-04-10,당진태양광,1,5300160
2021-04-11,당진태양광,1,5075136
2021-04-12,당진태양광,1,910656
2021-04-13,당진태양광,1,5842656
2021-04-14,당진태양광,1,6101664
2021-04-15,당진태양광,1,5888160
2021-04-16,당진태양광,1,1961760
2021-04-17,당진태양광,1,4460160
2021-04-18,당진태양광,1,5922240
2021-04-19,당진태양광,1,5708736
2021-04-20,당진태양광,1,5110656
2021-04-21,당진태양광,1,5111328
2021-04-22,당진태양광,1,2266656
2021-04-23,당진태양광,1,1815648
2021-04-24,당진태양광,1,3117504
2021-04-25,당진태양광,1,5524704
2021-04-26,당진태양광,1,4318656
2021-04-27,당진태양광,1,2210880
2021-04-28,당진태양광,1,3779040
2021-04-29,당진태양광,1,4469376
2021-04-30,당진태양광,1,429408
2021-04-01,당진화력수상태양광,1,4204800
2021-04-02,당진화력수상태양광,1,2444160
2021-04-03,당진화력수상태양광,1,284160
2021-04-04,당진화력수상태양광,1,4280640
2021-04-05,당진화력수상태양광,1,5600640
2021-04-06,당진화력수상태양광,1,5284800
2021-04-07,당진화력수상태양광,1,5501760
2021-04-08,당진화력수상태양광,1,5626560
2021-04-09,당진화력수상태양광,1,5397120
2021-04-10,당진화력수상태양광,1,5099520
2021-04-11,당진화력수상태양광,1,4936320
2021-04-12,당진화력수상태양광,1,968640
2021-04-13,당진화력수상태양광,1,5319360
2021-04-14,당진화력수상태양광,1,5754240
2021-04-15,당진화력수상태양광,1,5665920
2021-04-16,당진화력수상태양광,1,2005440
2021-04-17,당진화력수상태양광,1,4214400
2021-04-18,당진화력수상태양광,1,5695680
2021-04-19,당진화력수상태양광,1,5384640
2021-04-20,당진화력수상태양광,1,4990080
2021-04-21,당진화력수상태양광,1,5008320
2021-04-22,당진화력수상태양광,1,2286720
2021-04-23,당진화력수상태양광,1,1858560
2021-04-24,당진화력수상태양광,1,3110400
2021-04-25,당진화력수상태양광,1,5428800
2021-04-26,당진화력수상태양광,1,4307520
2021-04-27,당진화력수상태양광,1,2235840
2021-04-28,당진화력수상태양광,1,3758400
2021-04-29,당진화력수상태양광,1,4403520
2021-04-30,당진화력수상태양광,1,600960
2021-04-01,당진후문주차장태양광,1,4464720
2021-04-02,당진후문주차장태양광,1,2607120
2021-04-03,당진후문주차장태양광,1,306000
2021-04-04,당진후문주차장태양광,1,4740480
2021-04-05,당진후문주차장태양광,1,6153840
2021-04-06,당진후문주차장태양광,1,5847120
2021-04-07,당진후문주차장태양광,1,6018480
2021-04-08,당진후문주차장태양광,1,6241680
2021-04-09,당진후문주차장태양광,1,5899680
2021-04-10,당진후문주차장태양광,1,5568480
2021-04-11,당진후문주차장태양광,1,5374080
2021-04-12,당진후문주차장태양광,1,1159200
2021-04-13,당진후문주차장태양광,1,6364800
2021-04-14,당진후문주차장태양광,1,6447600
2021-04-15,당진후문주차장태양광,1,6193440
2021-04-16,당진후문주차장태양광,1,2238480
2021-04-17,당진후문주차장태양광,1,4689360
2021-04-18,당진후문주차장태양광,1,6251040
2021-04-19,당진후문주차장태양광,1,6022800
2021-04-20,당진후문주차장태양광,1,5460480
2021-04-21,당진후문주차장태양광,1,5379120
2021-04-22,당진후문주차장태양광,1,2598480
2021-04-23,당진후문주차장태양광,1,2136240
2021-04-24,당진후문주차장태양광,1,3440160
2021-04-25,당진후문주차장태양광,1,5852160
2021-04-26,당진후문주차장태양광,1,4525200
2021-04-27,당진후문주차장태양광,1,2481120
2021-04-28,당진후문주차장태양광,1,4085280
2021-04-29,당진후문주차장태양광,1,4626720
2021-04-30,당진후문주차장태양광,1,1577520
2021-04-01,대양특수강(1) 태양광 발전설비,0.19,923720
2021-04-02,대양특수강(1) 태양광 발전설비,0.19,709392
2021-04-03,대양특수강(1) 태양광 발전설비,0.19,428584
2021-04-04,대양특수강(1) 태양광 발전설비,0.19,227912
2021-04-05,대양특수강(1) 태양광 발전설비,0.19,1163160
2021-04-06,대양특수강(1) 태양광 발전설비,0.19,946088
2021-04-07,대양특수강(1) 태양광 발전설비,0.19,1166712
2021-04-08,대양특수강(1) 태양광 발전설비,0.19,1047240
2021-04-09,대양특수강(1) 태양광 발전설비,0.19,383128
2021-04-10,대양특수강(1) 태양광 발전설비,0.19,1194840
2021-04-11,대양특수강(1) 태양광 발전설비,0.19,1186736
2021-04-12,대양특수강(1) 태양광 발전설비,0.19,290360
2021-04-13,대양특수강(1) 태양광 발전설비,0.19,1099864
2021-04-14,대양특수강(1) 태양광 발전설비,0.19,1116784
2021-04-15,대양특수강(1) 태양광 발전설비,0.19,962128
2021-04-16,대양특수강(1) 태양광 발전설비,0.19,838744
2021-04-17,대양특수강(1) 태양광 발전설비,0.19,768056
2021-04-18,대양특수강(1) 태양광 발전설비,0.19,1195432
2021-04-19,대양특수강(1) 태양광 발전설비,0.19,1235712
2021-04-20,대양특수강(1) 태양광 발전설비,0.19,1123312
2021-04-21,대양특수강(1) 태양광 발전설비,0.19,1122336
2021-04-22,대양특수강(1) 태양광 발전설비,0.19,909416
