날짜,발전기명,설비용량(MW),일발전량(Wh)
2021-01-01,광양항어울림태양광,0.656,624000
2021-01-02,광양항어울림태양광,0.656,825120
2021-01-03,광양항어울림태양광,0.656,668640
2021-01-04,광양항어울림태양광,0.656,783840
2021-01-05,광양항어울림태양광,0.656,421920
2021-01-06,광양항어울림태양광,0.656,781440
2021-01-07,광양항어울림태양광,0.656,915360
2021-01-08,광양항어울림태양광,0.656,970560
2021-01-09,광양항어울림태양광,0.656,1486080
2021-01-10,광양항어울림태양광,0.656,2051040
2021-01-11,광양항어울림태양광,0.656,1082880
2021-01-12,광양항어울림태양광,0.656,1528800
2021-01-13,광양항어울림태양광,0.656,1987200
2021-01-14,광양항어울림태양광,0.656,2120160
2021-01-15,광양항어울림태양광,0.656,1745280
2021-01-16,광양항어울림태양광,0.656,2402400
2021-01-17,광양항어울림태양광,0.656,2648160
2021-01-18,광양항어울림태양광,0.656,1374720
2021-01-19,광양항어울림태양광,0.656,2532000
2021-01-20,광양항어울림태양광,0.656,890400
2021-01-21,광양항어울림태양광,0.656,1068960
2021-01-22,광양항어울림태양광,0.656,520800
2021-01-23,광양항어울림태양광,0.656,444960
2021-01-24,광양항어울림태양광,0.656,2218560
2021-01-25,광양항어울림태양광,0.656,2448000
2021-01-26,광양항어울림태양광,0.656,444960
2021-01-27,광양항어울림태양광,0.656,2235840
2021-01-28,광양항어울림태양광,0.656,1879200
2021-01-29,광양항어울림태양광,0.656,2823360
2021-01-30,광양항어울림태양광,0.656,2002080
2021-01-31,광양항어울림태양광,0.656,1982880
2021-01-01,광양항태양광,2.3,3448800
2021-01-02,광양항태양광,2.3,4366800
2021-01-03,광양항태양광,2.3,3598200
2021-01-04,광양항태양광,2.3,4269600
2021-01-05,광양항태양광,2.3,2451600
2021-01-06,광양항태양광,2.3,4226400
2021-01-07,광양항태양광,2.3,3088800
2021-01-08,광양항태양광,2.3,4780800
2021-01-09,광양항태양광,2.3,4689000
2021-01-10,광양항태양광,2.3,4210200
2021-01-11,광양항태양광,2.3,2415600
2021-01-12,광양항태양광,2.3,4289400
2021-01-13,광양항태양광,2.3,4172400
2021-01-14,광양항태양광,2.3,4363200
2021-01-15,광양항태양광,2.3,3735000
2021-01-16,광양항태양광,2.3,4669200
2021-01-17,광양항태양광,2.3,5040000
2021-01-18,광양항태양광,2.3,3006000
2021-01-19,광양항태양광,2.3,4989600
2021-01-20,광양항태양광,2.3,4885200
2021-01-21,광양항태양광,2.3,3009600
2021-01-22,광양항태양광,2.3,1229400
2021-01-23,광양항태양광,2.3,981000
2021-01-24,광양항태양광,2.3,4606200
2021-01-25,광양항태양광,2.3,5178600
2021-01-26,광양항태양광,2.3,936000
2021-01-27,광양항태양광,2.3,5333400
2021-01-28,광양항태양광,2.3,4275000
2021-01-29,광양항태양광,2.3,6224400
2021-01-30,광양항태양광,2.3,4397400
2021-01-31,광양항태양광,2.3,5250600
2021-01-01,광양항황금물류센터태양광,1.1,2834112
2021-01-02,광양항황금물류센터태양광,1.1,3998496
2021-01-03,광양항황금물류센터태양광,1.1,3340608
2021-01-04,광양항황금물류센터태양광,1.1,3867072
2021-01-05,광양항황금물류센터태양광,1.1,1916064
2021-01-06,광양항황금물류센터태양광,1.1,4001184
2021-01-07,광양항황금물류센터태양광,1.1,4526784
2021-01-08,광양항황금물류센터태양광,1.1,4564128
2021-01-09,광양항황금물류센터태양광,1.1,4492224
2021-01-10,광양항황금물류센터태양광,1.1,3934368
2021-01-11,광양항황금물류센터태양광,1.1,1685088
2021-01-12,광양항황금물류센터태양광,1.1,3932640
2021-01-13,광양항황금물류센터태양광,1.1,3709920
2021-01-14,광양항황금물류센터태양광,1.1,3871584
2021-01-15,광양항황금물류센터태양광,1.1,2967456
2021-01-16,광양항황금물류센터태양광,1.1,4320384
2021-01-17,광양항황금물류센터태양광,1.1,4746336
2021-01-18,광양항황금물류센터태양광,1.1,2465568
2021-01-19,광양항황금물류센터태양광,1.1,4484064
2021-01-20,광양항황금물류센터태양광,1.1,4347744
2021-01-21,광양항황금물류센터태양광,1.1,2428320
2021-01-22,광양항황금물류센터태양광,1.1,824736
2021-01-23,광양항황금물류센터태양광,1.1,623040
2021-01-24,광양항황금물류센터태양광,1.1,3684480
2021-01-25,광양항황금물류센터태양광,1.1,4440288
2021-01-26,광양항황금물류센터태양광,1.1,620832
2021-01-27,광양항황금물류센터태양광,1.1,4543200
2021-01-28,광양항황금물류센터태양광,1.1,3358368
2021-01-29,광양항황금물류센터태양광,1.1,5161344
2021-01-30,광양항황금물류센터태양광,1.1,3178656
2021-01-31,광양항황금물류센터태양광,1.1,3891840
2021-01-01,당진매립장태양광,1.3,1209360
2021-01-02,당진매립장태양광,1.3,1300560
2021-01-03,당진매립장태양광,1.3,1256280
2021-01-04,당진매립장태양광,1.3,1059600
2021-01-05,당진매립장태양광,1.3,1777560
2021-01-06,당진매립장태양광,1.3,2172000
2021-01-07,당진매립장태양광,1.3,1555440
2021-01-08,당진매립장태양광,1.3,1967640
2021-01-09,당진매립장태양광,1.3,2057520
2021-01-10,당진매립장태양광,1.3,1988280
2021-01-11,당진매립장태양광,1.3,1013520
2021-01-12,당진매립장태양광,1.3,1390920
2021-01-13,당진매립장태양광,1.3,1054920
2021-01-14,당진매립장태양광,1.3,1799640
2021-01-15,당진매립장태양광,1.3,886080
2021-01-16,당진매립장태양광,1.3,1828920
2021-01-17,당진매립장태양광,1.3,2170560
2021-01-18,당진매립장태양광,1.3,779520
2021-01-19,당진매립장태양광,1.3,2070480
2021-01-20,당진매립장태양광,1.3,2067360
2021-01-21,당진매립장태양광,1.3,643920
2021-01-22,당진매립장태양광,1.3,622560
2021-01-23,당진매립장태양광,1.3,1633680
2021-01-24,당진매립장태양광,1.3,2601600
2021-01-25,당진매립장태양광,1.3,2125560
2021-01-26,당진매립장태양광,1.3,531120
2021-01-27,당진매립장태양광,1.3,2403360
2021-01-28,당진매립장태양광,1.3,1520760
2021-01-29,당진매립장태양광,1.3,2498280
2021-01-30,당진매립장태양광,1.3,1743840
2021-01-31,당진매립장태양광,1.3,1723320
2021-01-01,당진신행정동옥상태양광,1,1261911
2021-01-02,당진신행정동옥상태양광,1,1300238
2021-01-03,당진신행정동옥상태양광,1,1431854
2021-01-04,당진신행정동옥상태양광,1,1110047
2021-01-05,당진신행정동옥상태양광,1,1385570
2021-01-06,당진신행정동옥상태양광,1,1953249
2021-01-07,당진신행정동옥상태양광,1,1029053
2021-01-08,당진신행정동옥상태양광,1,1495490
2021-01-09,당진신행정동옥상태양광,1,1535264
2021-01-10,당진신행정동옥상태양광,1,1712437
2021-01-11,당진신행정동옥상태양광,1,867790
2021-01-12,당진신행정동옥상태양광,1,846094
2021-01-13,당진신행정동옥상태양광,1,1000851
2021-01-14,당진신행정동옥상태양광,1,1918537
2021-01-15,당진신행정동옥상태양광,1,770164
2021-01-16,당진신행정동옥상태양광,1,1900459
2021-01-17,당진신행정동옥상태양광,1,2003871
2021-01-18,당진신행정동옥상태양광,1,1254679
2021-01-19,당진신행정동옥상태양광,1,2348093
2021-01-20,당진신행정동옥상태양광,1,2161519
2021-01-21,당진신행정동옥상태양광,1,508380
2021-01-22,당진신행정동옥상태양광,1,608174
2021-01-23,당진신행정동옥상태양광,1,1350137
2021-01-24,당진신행정동옥상태양광,1,2242511
2021-01-25,당진신행정동옥상태양광,1,1893229
2021-01-26,당진신행정동옥상태양광,1,490301
2021-01-27,당진신행정동옥상태양광,1,2314829
2021-01-28,당진신행정동옥상태양광,1,1402927
2021-01-29,당진신행정동옥상태양광,1,2768972
2021-01-30,당진신행정동옥상태양광,1,1976392
2021-01-31,당진신행정동옥상태양광,1,2082694
2021-01-01,당진옥내저탄장지붕태양광,3.4,7141680
2021-01-02,당진옥내저탄장지붕태양광,3.4,15011760
2021-01-03,당진옥내저탄장지붕태양광,3.4,8210160
2021-01-04,당진옥내저탄장지붕태양광,3.4,5130720
2021-01-05,당진옥내저탄장지붕태양광,3.4,12405120
2021-01-06,당진옥내저탄장지붕태양광,3.4,13574640
2021-01-07,당진옥내저탄장지붕태양광,3.4,9929040
2021-01-08,당진옥내저탄장지붕태양광,3.4,8490960
2021-01-09,당진옥내저탄장지붕태양광,3.4,10547760
2021-01-10,당진옥내저탄장지붕태양광,3.4,10926000
2021-01-11,당진옥내저탄장지붕태양광,3.4,3530400
2021-01-12,당진옥내저탄장지붕태양광,3.4,5501280
2021-01-13,당진옥내저탄장지붕태양광,3.4,9865440
2021-01-14,당진옥내저탄장지붕태양광,3.4,14341680
2021-01-15,당진옥내저탄장지붕태양광,3.4,3703440
2021-01-16,당진옥내저탄장지붕태양광,3.4,12154320
2021-01-17,당진옥내저탄장지붕태양광,3.4,13056480
2021-01-18,당진옥내저탄장지붕태양광,3.4,8876880
2021-01-19,당진옥내저탄장지붕태양광,3.4,15666720
2021-01-20,당진옥내저탄장지붕태양광,3.4,16239120
2021-01-21,당진옥내저탄장지붕태양광,3.4,2085360
2021-01-22,당진옥내저탄장지붕태양광,3.4,2921760
2021-01-23,당진옥내저탄장지붕태양광,3.4,6680640
2021-01-24,당진옥내저탄장지붕태양광,3.4,15553440
2021-01-25,당진옥내저탄장지붕태양광,3.4,12913680
2021-01-26,당진옥내저탄장지붕태양광,3.4,2265360
2021-01-27,당진옥내저탄장지붕태양광,3.4,5464560
2021-01-28,당진옥내저탄장지붕태양광,3.4,9038160
2021-01-29,당진옥내저탄장지붕태양광,3.4,17814000
2021-01-30,당진옥내저탄장지붕태양광,3.4,14063520
2021-01-31,당진옥내저탄장지붕태양광,3.4,12207600
2021-01-01,당진자재창고태양광,0.7,1246032
2021-01-02,당진자재창고태양광,0.7,2088720
2021-01-03,당진자재창고태양광,0.7,1346640
2021-01-04,당진자재창고태양광,0.7,926208
2021-01-05,당진자재창고태양광,0.7,1890432
2021-01-06,당진자재창고태양광,0.7,2251200
2021-01-07,당진자재창고태양광,0.7,1090656
2021-01-08,당진자재창고태양광,0.7,1572816
2021-01-09,당진자재창고태양광,0.7,1631376
2021-01-10,당진자재창고태양광,0.7,1757520
2021-01-11,당진자재창고태양광,0.7,599232
2021-01-12,당진자재창고태양광,0.7,830016
2021-01-13,당진자재창고태양광,0.7,1455072
2021-01-14,당진자재창고태양광,0.7,2181552
2021-01-15,당진자재창고태양광,0.7,558288
2021-01-16,당진자재창고태양광,0.7,1850208
2021-01-17,당진자재창고태양광,0.7,2165328
2021-01-18,당진자재창고태양광,0.7,1122000
2021-01-19,당진자재창고태양광,0.7,2751072
2021-01-20,당진자재창고태양광,0.7,2533872
2021-01-21,당진자재창고태양광,0.7,360432
2021-01-22,당진자재창고태양광,0.7,471984
2021-01-23,당진자재창고태양광,0.7,1173120
2021-01-24,당진자재창고태양광,0.7,2579184
2021-01-25,당진자재창고태양광,0.7,2062704
2021-01-26,당진자재창고태양광,0.7,350496
2021-01-27,당진자재창고태양광,0.7,2482416
2021-01-28,당진자재창고태양광,0.7,1354176
2021-01-29,당진자재창고태양광,0.7,1942800
2021-01-30,당진자재창고태양광,0.7,2173056
2021-01-31,당진자재창고태양광,0.7,1949760
2021-01-01,당진제1회처리장태양광,25,46264026
2021-01-02,당진제1회처리장태양광,25,76148527
2021-01-03,당진제1회처리장태양광,25,63240157
2021-01-04,당진제1회처리장태양광,25,40514921
2021-01-05,당진제1회처리장태양광,25,87646736
2021-01-06,당진제1회처리장태양광,25,103031922
2021-01-07,당진제1회처리장태양광,25,69242368
2021-01-08,당진제1회처리장태양광,25,74069447
2021-01-09,당진제1회처리장태양광,25,79203869
2021-01-10,당진제1회처리장태양광,25,85639974
2021-01-11,당진제1회처리장태양광,25,29613316
2021-01-12,당진제1회처리장태양광,25,38146579
2021-01-13,당진제1회처리장태양광,25,71448001
2021-01-14,당진제1회처리장태양광,25,98005973
2021-01-15,당진제1회처리장태양광,25,29143263
2021-01-16,당진제1회처리장태양광,25,94516737
2021-01-17,당진제1회처리장태양광,25,93685105
2021-01-18,당진제1회처리장태양광,25,58395001
2021-01-19,당진제1회처리장태양광,25,120749288
2021-01-20,당진제1회처리장태양광,25,111330158
2021-01-21,당진제1회처리장태양광,25,15692527
2021-01-22,당진제1회처리장태양광,25,22761394
2021-01-23,당진제1회처리장태양광,25,49500159
2021-01-24,당진제1회처리장태양광,25,112794551
2021-01-25,당진제1회처리장태양광,25,85730369
2021-01-26,당진제1회처리장태양광,25,18856342
2021-01-27,당진제1회처리장태양광,25,107967474
2021-01-28,당진제1회처리장태양광,25,60184815
2021-01-29,당진제1회처리장태양광,25,127818156
2021-01-30,당진제1회처리장태양광,25,88659158
2021-01-31,당진제1회처리장태양광,25,84952973
2021-01-01,당진제2회처리장수상태양광,3.5,4456800
2021-01-02,당진제2회처리장수상태양광,3.5,5229600
2021-01-03,당진제2회처리장수상태양광,3.5,0
2021-01-04,당진제2회처리장수상태양광,3.5,3259200
2021-01-05,당진제2회처리장수상태양광,3.5,9604800
2021-01-06,당진제2회처리장수상태양광,3.5,11174400
2021-01-07,당진제2회처리장수상태양광,3.5,6492000
2021-01-08,당진제2회처리장수상태양광,3.5,6688800
2021-01-09,당진제2회처리장수상태양광,3.5,7344000
2021-01-10,당진제2회처리장수상태양광,3.5,5301600
2021-01-11,당진제2회처리장수상태양광,3.5,1968000
2021-01-12,당진제2회처리장수상태양광,3.5,2049600
2021-01-13,당진제2회처리장수상태양광,3.5,1819200
2021-01-14,당진제2회처리장수상태양광,3.5,5872800
2021-01-15,당진제2회처리장수상태양광,3.5,3765600
2021-01-16,당진제2회처리장수상태양광,3.5,10788000
2021-01-17,당진제2회처리장수상태양광,3.5,10142400
2021-01-18,당진제2회처리장수상태양광,3.5,6604800
2021-01-19,당진제2회처리장수상태양광,3.5,12914400
2021-01-20,당진제2회처리장수상태양광,3.5,11604000
2021-01-21,당진제2회처리장수상태양광,3.5,1975200
2021-01-22,당진제2회처리장수상태양광,3.5,3045600
2021-01-23,당진제2회처리장수상태양광,3.5,6182400
2021-01-24,당진제2회처리장수상태양광,3.5,12400800
2021-01-25,당진제2회처리장수상태양광,3.5,6648000
2021-01-26,당진제2회처리장수상태양광,3.5,1740000
2021-01-27,당진제2회처리장수상태양광,3.5,8373600
2021-01-28,당진제2회처리장수상태양광,3.5,657600
2021-01-29,당진제2회처리장수상태양광,3.5,7286400
2021-01-30,당진제2회처리장수상태양광,3.5,5119200
2021-01-31,당진제2회처리장수상태양광,3.5,4826400
2021-01-01,당진태양광,1,1753632
2021-01-02,당진태양광,1,3550752
2021-01-03,당진태양광,1,2038272
2021-01-04,당진태양광,1,1339200
2021-01-05,당진태양광,1,2932128
2021-01-06,당진태양광,1,3535008
2021-01-07,당진태양광,1,2147136
2021-01-08,당진태양광,1,2299008
2021-01-09,당진태양광,1,2618400
2021-01-10,당진태양광,1,2823840
2021-01-11,당진태양광,1,866016
2021-01-12,당진태양광,1,1327488
2021-01-13,당진태양광,1,2473440
2021-01-14,당진태양광,1,3343872
2021-01-15,당진태양광,1,832800
2021-01-16,당진태양광,1,3110208
2021-01-17,당진태양광,1,3404256
2021-01-18,당진태양광,1,1894656
2021-01-19,당진태양광,1,4388256
2021-01-20,당진태양광,1,3826944
2021-01-21,당진태양광,1,469440
2021-01-22,당진태양광,1,391008
2021-01-23,당진태양광,1,1671648
2021-01-24,당진태양광,1,3910656
2021-01-25,당진태양광,1,3073728
2021-01-26,당진태양광,1,68544
2021-01-27,당진태양광,1,3724512
2021-01-28,당진태양광,1,2100864
2021-01-29,당진태양광,1,4430496
2021-01-30,당진태양광,1,3227616
2021-01-31,당진태양광,1,3030048
2021-01-01,당진화력수상태양광,1,1433280
2021-01-02,당진화력수상태양광,1,2310720
2021-01-03,당진화력수상태양광,1,1755840
2021-01-04,당진화력수상태양광,1,1244160
2021-01-05,당진화력수상태양광,1,2304000
2021-01-06,당진화력수상태양광,1,2738880
2021-01-07,당진화력수상태양광,1,1911360
2021-01-08,당진화력수상태양광,1,2332800
2021-01-09,당진화력수상태양광,1,2217600
2021-01-10,당진화력수상태양광,1,2248320
2021-01-11,당진화력수상태양광,1,866880
2021-01-12,당진화력수상태양광,1,1111680
2021-01-13,당진화력수상태양광,1,939840
2021-01-14,당진화력수상태양광,1,2621760
2021-01-15,당진화력수상태양광,1,792960
2021-01-16,당진화력수상태양광,1,2422080
2021-01-17,당진화력수상태양광,1,2566080
2021-01-18,당진화력수상태양광,1,1560960
2021-01-19,당진화력수상태양광,1,3269760
2021-01-20,당진화력수상태양광,1,2952960
2021-01-21,당진화력수상태양광,1,507840
2021-01-22,당진화력수상태양광,1,451200
2021-01-23,당진화력수상태양광,1,1600320
2021-01-24,당진화력수상태양광,1,3179520
2021-01-25,당진화력수상태양광,1,1394880
2021-01-26,당진화력수상태양광,1,492480
2021-01-27,당진화력수상태양광,1,3117120
2021-01-28,당진화력수상태양광,1,1721280
2021-01-29,당진화력수상태양광,1,3792000
2021-01-30,당진화력수상태양광,1,2560320
2021-01-31,당진화력수상태양광,1,2612160
2021-01-01,당진후문주차장태양광,1,1705680
2021-01-02,당진후문주차장태양광,1,3156480
2021-01-03,당진후문주차장태양광,1,2033280
2021-01-04,당진후문주차장태양광,1,1419840
2021-01-05,당진후문주차장태양광,1,2820960
2021-01-06,당진후문주차장태양광,1,3176640
2021-01-07,당진후문주차장태양광,1,2324880
2021-01-08,당진후문주차장태양광,1,1988640
2021-01-09,당진후문주차장태양광,1,2481840
2021-01-10,당진후문주차장태양광,1,2648160
2021-01-11,당진후문주차장태양광,1,1028880
2021-01-12,당진후문주차장태양광,1,1269360
2021-01-13,당진후문주차장태양광,1,1929600
2021-01-14,당진후문주차장태양광,1,3120480
2021-01-15,당진후문주차장태양광,1,995760
2021-01-16,당진후문주차장태양광,1,2797200
2021-01-17,당진후문주차장태양광,1,3121200
2021-01-18,당진후문주차장태양광,1,1943280
2021-01-19,당진후문주차장태양광,1,3770640
2021-01-20,당진후문주차장태양광,1,3540240
2021-01-21,당진후문주차장태양광,1,594720
2021-01-22,당진후문주차장태양광,1,724320
2021-01-23,당진후문주차장태양광,1,1771200
2021-01-24,당진후문주차장태양광,1,3630240
2021-01-25,당진후문주차장태양광,1,2910960
2021-01-26,당진후문주차장태양광,1,496800
2021-01-27,당진후문주차장태양광,1,3595680
2021-01-28,당진후문주차장태양광,1,2161440
2021-01-29,당진후문주차장태양광,1,3966480
2021-01-30,당진후문주차장태양광,1,3139920
2021-01-31,당진후문주차장태양광,1,2985840
2021-01-01,동해바이오화력본부 태양광,2,4723200
2021-01-02,동해바이오화력본부 태양광,2,4788000
2021-01-03,동해바이오화력본부 태양광,2,4134600
2021-01-04,동해바이오화력본부 태양광,2,4158000
2021-01-05,동해바이오화력본부 태양광,2,4762800
2021-01-06,동해바이오화력본부 태양광,2,5002200
2021-01-07,동해바이오화력본부 태양광,2,5459400
2021-01-08,동해바이오화력본부 태양광,2,5518800
2021-01-09,동해바이오화력본부 태양광,2,5344200
2021-01-10,동해바이오화력본부 태양광,2,5054400
2021-01-11,동해바이오화력본부 태양광,2,1891800
2021-01-12,동해바이오화력본부 태양광,2,4593600
2021-01-13,동해바이오화력본부 태양광,2,4224600
2021-01-14,동해바이오화력본부 태양광,2,4487400
2021-01-15,동해바이오화력본부 태양광,2,3852000
2021-01-16,동해바이오화력본부 태양광,2,5133600
2021-01-17,동해바이오화력본부 태양광,2,5673600
2021-01-18,동해바이오화력본부 태양광,2,3196800
2021-01-19,동해바이오화력본부 태양광,2,5191200
2021-01-20,동해바이오화력본부 태양광,2,4912200
2021-01-21,동해바이오화력본부 태양광,2,2710800
2021-01-22,동해바이오화력본부 태양광,2,1551600
2021-01-23,동해바이오화력본부 태양광,2,268200
2021-01-24,동해바이오화력본부 태양광,2,1422000
2021-01-25,동해바이오화력본부 태양광,2,4662000
2021-01-26,동해바이오화력본부 태양광,2,1198800
2021-01-27,동해바이오화력본부 태양광,2,4190400
2021-01-28,동해바이오화력본부 태양광,2,3735000
2021-01-29,동해바이오화력본부 태양광,2,4032000
2021-01-30,동해바이오화력본부 태양광,2,5252400
2021-01-31,동해바이오화력본부 태양광,2,5326200
2021-01-01,동해시하수종말처리장태양광,2.4,8616600
2021-01-02,동해시하수종말처리장태양광,2.4,8652600
2021-01-03,동해시하수종말처리장태양광,2.4,7574400
2021-01-04,동해시하수종말처리장태양광,2.4,7426800
2021-01-05,동해시하수종말처리장태양광,2.4,8400600
2021-01-06,동해시하수종말처리장태양광,2.4,9009000
2021-01-07,동해시하수종말처리장태양광,2.4,9459000
2021-01-08,동해시하수종말처리장태양광,2.4,9525600
2021-01-09,동해시하수종말처리장태양광,2.4,9261000
2021-01-10,동해시하수종말처리장태양광,2.4,8931600
2021-01-11,동해시하수종말처리장태양광,2.4,2433600
2021-01-12,동해시하수종말처리장태양광,2.4,8042400
2021-01-13,동해시하수종말처리장태양광,2.4,6917400
2021-01-14,동해시하수종말처리장태양광,2.4,7536600
2021-01-15,동해시하수종말처리장태양광,2.4,5923800
2021-01-16,동해시하수종말처리장태양광,2.4,8438400
2021-01-17,동해시하수종말처리장태양광,2.4,9768600
2021-01-18,동해시하수종말처리장태양광,2.4,4905000
2021-01-19,동해시하수종말처리장태양광,2.4,9054000
2021-01-20,동해시하수종말처리장태양광,2.4,8251200
2021-01-21,동해시하수종말처리장태양광,2.4,4393800
2021-01-22,동해시하수종말처리장태양광,2.4,2174400
2021-01-23,동해시하수종말처리장태양광,2.4,496800
2021-01-24,동해시하수종말처리장태양광,2.4,2169000
2021-01-25,동해시하수종말처리장태양광,2.4,7875000
2021-01-26,동해시하수종말처리장태양광,2.4,1785600
2021-01-27,동해시하수종말처리장태양광,2.4,7583400
2021-01-28,동해시하수종말처리장태양광,2.4,6757200
2021-01-29,동해시하수종말처리장태양광,2.4,11145600
2021-01-30,동해시하수종말처리장태양광,2.4,4615200
2021-01-31,동해시하수종말처리장태양광,2.4,9426600
2021-01-01,수원환경사업소태양광,1.5,4310400
2021-01-02,수원환경사업소태양광,1.5,6366000
2021-01-03,수원환경사업소태양광,1.5,4333200
2021-01-04,수원환경사업소태양광,1.5,2971200
2021-01-05,수원환경사업소태양광,1.5,6189600
2021-01-06,수원환경사업소태양광,1.5,6518400
2021-01-07,수원환경사업소태양광,1.5,1302000
2021-01-08,수원환경사업소태양광,1.5,3415200
2021-01-09,수원환경사업소태양광,1.5,4357200
2021-01-10,수원환경사업소태양광,1.5,5482800
2021-01-11,수원환경사업소태양광,1.5,1795200
2021-01-12,수원환경사업소태양광,1.5,3634800
2021-01-13,수원환경사업소태양광,1.5,4306800
2021-01-14,수원환경사업소태양광,1.5,5493600
2021-01-15,수원환경사업소태양광,1.5,1243200
2021-01-16,수원환경사업소태양광,1.5,5818800
2021-01-17,수원환경사업소태양광,1.5,5704800
2021-01-18,수원환경사업소태양광,1.5,1570800
2021-01-19,수원환경사업소태양광,1.5,6774000
2021-01-20,수원환경사업소태양광,1.5,6319200
2021-01-21,수원환경사업소태양광,1.5,1314000
2021-01-22,수원환경사업소태양광,1.5,973200
2021-01-23,수원환경사업소태양광,1.5,3286800
2021-01-24,수원환경사업소태양광,1.5,6564000
2021-01-25,수원환경사업소태양광,1.5,5676000
2021-01-26,수원환경사업소태양광,1.5,658800
2021-01-27,수원환경사업소태양광,1.5,6264000
2021-01-28,수원환경사업소태양광,1.5,2821200
2021-01-29,수원환경사업소태양광,1.5,7860000
2021-01-30,수원환경사업소태양광,1.5,4755600
2021-01-31,수원환경사업소태양광,1.5,6121200
2021-01-01,오케이텍 태양광 발전설비,0.109,373245
2021-01-02,오케이텍 태양광 발전설비,0.109,336325
2021-01-03,오케이텍 태양광 발전설비,0.109,341940
2021-01-04,오케이텍 태양광 발전설비,0.109,352005
2021-01-05,오케이텍 태양광 발전설비,0.109,233205
2021-01-06,오케이텍 태양광 발전설비,0.109,391260
2021-01-07,오케이텍 태양광 발전설비,0.109,409900
2021-01-08,오케이텍 태양광 발전설비,0.109,425960
2021-01-09,오케이텍 태양광 발전설비,0.109,418415
2021-01-10,오케이텍 태양광 발전설비,0.109,412590
2021-01-11,오케이텍 태양광 발전설비,0.109,204100
2021-01-12,오케이텍 태양광 발전설비,0.109,394605
2021-01-13,오케이텍 태양광 발전설비,0.109,339555
2021-01-14,오케이텍 태양광 발전설비,0.109,379685
2021-01-15,오케이텍 태양광 발전설비,0.109,292595
2021-01-16,오케이텍 태양광 발전설비,0.109,368860
2021-01-17,오케이텍 태양광 발전설비,0.109,433070
2021-01-18,오케이텍 태양광 발전설비,0.109,303970
2021-01-19,오케이텍 태양광 발전설비,0.109,419510
2021-01-20,오케이텍 태양광 발전설비,0.109,374420
2021-01-21,오케이텍 태양광 발전설비,0.109,319040
2021-01-22,오케이텍 태양광 발전설비,0.109,46850
2021-01-23,오케이텍 태양광 발전설비,0.109,41645
2021-01-24,오케이텍 태양광 발전설비,0.109,123145
2021-01-25,오케이텍 태양광 발전설비,0.109,217100
2021-01-26,오케이텍 태양광 발전설비,0.109,63355
2021-01-27,오케이텍 태양광 발전설비,0.109,425800
2021-01-28,오케이텍 태양광 발전설비,0.109,383110
2021-01-29,오케이텍 태양광 발전설비,0.109,479365
2021-01-30,오케이텍 태양광 발전설비,0.109,362755
2021-01-31,오케이텍 태양광 발전설비,0.109,438335
2021-01-01,울산#4CC건물옥상태양광,0.4,1426320
2021-01-02,울산#4CC건물옥상태양광,0.4,1408680
2021-01-03,울산#4CC건물옥상태양광,0.4,1334160
2021-01-04,울산#4CC건물옥상태양광,0.4,1072440
2021-01-05,울산#4CC건물옥상태양광,0.4,750600
2021-01-06,울산#4CC건물옥상태양광,0.4,1218960
2021-01-07,울산#4CC건물옥상태양광,0.4,1017360
2021-01-08,울산#4CC건물옥상태양광,0.4,1177920
2021-01-09,울산#4CC건물옥상태양광,0.4,1190160
2021-01-10,울산#4CC건물옥상태양광,0.4,1170360
2021-01-11,울산#4CC건물옥상태양광,0.4,507960
2021-01-12,울산#4CC건물옥상태양광,0.4,1150560
2021-01-13,울산#4CC건물옥상태양광,0.4,1338840
2021-01-14,울산#4CC건물옥상태양광,0.4,1496160
2021-01-15,울산#4CC건물옥상태양광,0.4,1087200
2021-01-16,울산#4CC건물옥상태양광,0.4,1438920
2021-01-17,울산#4CC건물옥상태양광,0.4,1730520
2021-01-18,울산#4CC건물옥상태양광,0.4,1193040
2021-01-19,울산#4CC건물옥상태양광,0.4,1639440
2021-01-20,울산#4CC건물옥상태양광,0.4,676440
2021-01-21,울산#4CC건물옥상태양광,0.4,925560
2021-01-22,울산#4CC건물옥상태양광,0.4,111240
2021-01-23,울산#4CC건물옥상태양광,0.4,111960
2021-01-24,울산#4CC건물옥상태양광,0.4,299160
2021-01-25,울산#4CC건물옥상태양광,0.4,584640
2021-01-26,울산#4CC건물옥상태양광,0.4,132840
2021-01-27,울산#4CC건물옥상태양광,0.4,1312200
2021-01-28,울산#4CC건물옥상태양광,0.4,1438200
2021-01-29,울산#4CC건물옥상태양광,0.4,1408320
2021-01-30,울산#4CC건물옥상태양광,0.4,1118160
2021-01-31,울산#4CC건물옥상태양광,0.4,1294200
2021-01-01,울산태양광#1,0.5,1564224
2021-01-02,울산태양광#1,0.5,1621680
2021-01-03,울산태양광#1,0.5,1482576
2021-01-04,울산태양광#1,0.5,1556352
2021-01-05,울산태양광#1,0.5,925392
2021-01-06,울산태양광#1,0.5,1741824
2021-01-07,울산태양광#1,0.5,1813200
2021-01-08,울산태양광#1,0.5,1818672
2021-01-09,울산태양광#1,0.5,1837728
2021-01-10,울산태양광#1,0.5,1797168
2021-01-11,울산태양광#1,0.5,690624
2021-01-12,울산태양광#1,0.5,1402608
2021-01-13,울산태양광#1,0.5,1455984
2021-01-14,울산태양광#1,0.5,1684032
